timestamp,carts -> carts,orders -> orders,orders -> payment,orders -> user,payment -> payment,root -> carts,root -> catalogue,root -> orders,root -> user,user -> user
2022-03-24 15:20:00,0.1713969355793361,0.09074150043423358,-0.10662459083508088,0.09924893651559802,0.06760909549562717,0.1717407879511308,0.14326549391709295,0.08002886416900558,-0.07918619774488557,0.19921335260507575
2022-03-24 15:21:00,0.1713969355793361,0.09074150043423358,-0.10662459083508088,0.5988623944935348,1.7555031409119803,0.1717407879511308,0.14326549391709295,0.08002886416900558,-0.07918619774488557,0.19921335260507575
2022-03-24 15:22:00,-0.07220700174456138,0.09074150043423358,1.237444578301543,0.40172491402653565,0.34151043808660625,0.009981418382531167,0.14326549391709295,0.08002886416900558,-0.7151973495657826,0.5248542145735065
2022-03-24 15:23:00,-0.38633889858039333,0.09074150043423358,0.0010482033945285489,1.0545187982093025,0.34151043808660625,-0.31562207619748606,0.14326549391709295,0.08002886416900558,-2.4004944068081597,0.35918557377601623
2022-03-24 15:24:00,-0.2550167868770834,0.09074150043423358,-0.49826571724099655,-0.7510813069770729,-0.8925195571064476,-0.19791947710016072,0.14326549391709295,0.08002886416900558,-2.293202179526927,-0.7364089999291268
2022-03-24 15:25:00,0.1647119860371482,0.09074150043423358,-0.10662459083508088,2.2575054687863285,0.06760909549562717,0.21926948206249514,0.14326549391709295,0.08002886416900558,-0.07918619774488557,1.0957198160045143
2022-03-24 15:26:00,0.16088100429819904,0.09074150043423358,-0.29616246365042687,0.7986881133305379,0.1615477304542859,0.20768945668580988,0.14326549391709295,0.08002886416900558,-1.3471837460316742,0.6097735526619976
2022-03-24 15:27:00,-0.5401437364774997,1.126346400760382,-2.816508920191649,-2.295474250544675,-2.443626703842161,-0.4855382934064117,0.14326549391709295,1.0641629803960622,-1.3650364690956824,-1.5595949238525035
2022-03-24 15:28:00,-0.5131399874269572,0.09074150043423358,-0.10662459083508088,0.09924893651559802,-2.769273508129217,-0.4638871753666069,0.14326549391709295,0.08002886416900558,-2.2847595124621756,2.1525781694667745
2022-03-24 15:29:00,-0.03530804228830892,0.09074150043423358,1.1621512093168207,1.5555765610629257,0.3329407853422098,0.45361373629789,0.14326549391709295,0.08002886416900558,-0.18183185775003344,1.5830724957694378
2022-03-24 15:30:00,-0.308417809993817,0.09074150043423358,0.464696843984659,1.008370706190891,0.1872566886874745,-0.2748999639254254,0.14326549391709295,0.08002886416900558,-1.7561547467968281,0.6363240631869378
