timestamp,carts -> carts,orders -> orders,orders -> payment,orders -> user,payment -> payment,root -> carts,root -> catalogue,root -> orders,root -> user,user -> user
2022-03-24 15:20:00,,,,,,,,,,
2022-03-24 15:21:00,20662.409090909092,933051.7,113226.0,1606.6666666666667,110.0,21021.227272727272,,2013917.5,19551.4,5660.0
2022-03-24 15:22:00,4801.478260869565,23847.975,250.5,1533.3333333333333,82.5,5122.826086956522,,92963.25,1830.4,1349.0526315789473
2022-03-24 15:23:00,4286.653846153846,28345.0,198.5,1776.1666666666667,82.5,4589.923076923077,,105392.25,1146.0,1297.9
2022-03-24 15:24:00,4501.875,25522.0,177.5,1104.5,58.5,4782.5625,,60778.5,1189.5714285714287,959.6190476190476
2022-03-24 15:25:00,5189.76,53807.4358974359,352.0,2223.6666666666665,227.5,5465.36,,182487.0,644.0,1525.3157894736842
2022-03-24 15:26:00,5183.481481481482,9655.619047619048,186.0,1681.0,79.0,5446.407407407408,,30835.666666666668,1573.75,1375.2727272727273
2022-03-24 15:27:00,4034.5862068965516,6125.016666666666,80.0,530.0,28.333333333333332,4311.827586206897,,17847.666666666668,1566.5,705.448275862069
2022-03-24 15:28:00,4078.842105263158,11449.5,50.0,2756.6666666666665,22.0,4347.263157894737,,56474.0,1193.0,1851.6363636363637
2022-03-24 15:29:00,4861.951219512195,16589.35,247.33333333333334,1962.5555555555557,82.33333333333333,5848.90243902439,,74471.0,2047.0,1675.7931034482758
2022-03-24 15:30:00,4414.357142857143,8787.7,218.0,1759.0,79.5,4656.571428571428,,30703.25,1407.6666666666667,1383.4705882352941
2022-03-24 15:31:00,3643.6666666666665,15770.142857142857,289.0,1945.3333333333333,81.0,3888.4444444444443,,70943.66666666667,1574.3333333333333,1558.2
2022-03-24 15:32:00,3935.730769230769,14863.1,238.5,1566.1666666666667,82.0,4188.7307692307695,,43198.5,1765.0,1320.7058823529412
2022-03-24 15:33:00,4411.851851851852,19089.277777777777,205.0,1672.8333333333333,82.5,4660.777777777777,,106884.33333333333,1544.6666666666667,1364.0588235294117
2022-03-24 15:34:00,5020.605263157895,26412.075,203.0,1572.0,83.0,5279.578947368421,,65568.25,1035.0,1197.8333333333333
2022-03-24 15:35:00,2959.1875,7139.35,177.0,2643.3333333333335,65.0,3187.25,,19230.25,2014.5,1831.5
2022-03-24 15:36:00,4959.36,15972.083333333334,5580.0,1594.5,92.0,5197.56,,47198.0,1383.0,1277.5
2022-03-24 15:37:00,3788.8571428571427,14899.575,205.0,2753.0,88.0,4033.4761904761904,,51479.75,1463.2,1296.1052631578948
2022-03-24 15:38:00,3945.75,5779.65,150.5,1071.1666666666667,55.5,4185.571428571428,,22999.75,1101.25,889.2777777777778
2022-03-24 15:39:00,4889.444444444444,25797.975,235.5,9367.166666666666,82.0,5132.916666666667,,50459.5,1804.6,6303.421052631579
2022-03-24 15:40:00,3693.4827586206898,12425.8,218.0,2111.222222222222,83.66666666666667,3933.0,,39373.666666666664,,1694.047619047619
2022-03-24 15:41:00,3357.9166666666665,3964.6666666666665,,,,3596.3333333333335,,4849.333333333333,381.0,342.0
2022-03-24 15:42:00,4065.8928571428573,6368.25,160.5,1470.6666666666667,50.5,4358.0,,29120.5,1546.5,1273.65
2022-03-24 15:43:00,4055.764705882353,48164.666666666664,274.3333333333333,1908.7777777777778,86.66666666666667,4298.235294117647,,73622.33333333333,1466.3333333333333,1481.1
2022-03-24 15:44:00,3784.7894736842104,19454.8,199.0,1875.3333333333333,80.0,4025.0526315789475,,60331.0,1479.75,1458.4545454545455
2022-03-24 15:45:00,8025.0,8350.414634146342,262.0,1556.1666666666667,80.5,8280.724137931034,,26837.8,777.6666666666666,1072.05
2022-03-24 15:46:00,3881.5555555555557,11472.95,235.5,2074.8333333333335,83.5,4114.777777777777,,45504.0,1279.4,1536.7894736842106
2022-03-24 15:47:00,4029.794117647059,5540.425,191.0,2529.0,96.5,4277.64705882353,,14200.25,1435.142857142857,1853.095238095238
2022-03-24 15:48:00,3825.8695652173915,5937.487804878048,243.5,1460.5,101.5,4068.3478260869565,,13803.0,1304.4,1171.6842105263158
2022-03-24 15:49:00,3986.346153846154,10594.536585365853,214.0,1933.5,83.0,4222.576923076923,,48824.4,1579.3333333333333,1538.764705882353
2022-03-24 15:50:00,4006.1666666666665,8575.40909090909,197.0,2200.3333333333335,79.0,4231.944444444444,,25285.0,1346.6,1565.5
2022-03-24 15:51:00,5665.75,7646.190476190476,223.5,1486.6666666666667,81.0,5906.464285714285,,21576.0,1817.6666666666667,1357.1
2022-03-24 15:52:00,4065.1794871794873,10662.064516129032,169.0,1145.4444444444443,63.666666666666664,4299.076923076923,,38058.75,1413.0,958.0434782608696
2022-03-24 15:53:00,4696.529411764706,7801.409090909091,225.0,1449.0,103.0,4933.941176470588,,21265.25,,1137.4285714285713
2022-03-24 15:54:00,4877.90625,8207.02380952381,220.0,1596.6666666666667,79.5,5109.71875,,23807.0,572.6666666666666,1116.6470588235295
2022-03-24 15:55:00,3717.84,9790.690476190477,236.0,2053.8333333333335,88.5,3954.6,,20209.333333333332,,1688.7857142857142
2022-03-24 15:56:00,4924.04,9985.5,210.0,1783.5,82.0,5145.2,,32181.0,1572.3333333333333,1434.578947368421
2022-03-24 15:57:00,3105.733333333333,8832.88,215.0,1492.3333333333333,94.66666666666667,3338.7,,12866.625,2252.4,1418.8
2022-03-24 15:58:00,4120.5,12899.441860465116,260.5,1566.0,83.0,4361.464285714285,,35074.57142857143,1209.0,1271.2
2022-03-24 15:59:00,4534.130434782609,7491.261904761905,229.5,1551.3333333333333,80.5,5035.391304347826,,21475.833333333332,1007.3333333333334,1180.0588235294117
2022-03-24 16:00:00,4360.037037037037,5480.809523809524,195.5,1368.0,76.5,4598.518518518518,,14669.166666666666,1565.3333333333333,1207.5
2022-03-24 16:01:00,5163.511627906977,15568.214285714286,412.5,1848.6666666666667,290.5,5386.53488372093,,38432.166666666664,1545.5,1482.1
2022-03-24 16:02:00,3882.521739130435,12396.357142857143,280.5,2097.3333333333335,132.5,4103.478260869565,,26732.333333333332,926.3333333333334,1555.2941176470588
2022-03-24 16:03:00,3764.318181818182,14264.52380952381,167.5,1071.1666666666667,53.5,4006.818181818182,,45705.333333333336,1880.5,967.625
2022-03-24 16:04:00,3662.4545454545455,6737.309523809524,248.5,1459.8333333333333,84.0,3886.0,,19490.0,,1145.0
2022-03-24 16:05:00,3427.722222222222,6504.217391304348,246.0,1510.6666666666667,80.0,3647.1111111111113,,14616.4,1194.3333333333333,1172.0
2022-03-24 16:06:00,3621.4666666666667,13201.619047619048,223.5,1601.5,82.5,3855.4,,28821.5,1545.5,1295.5
2022-03-24 16:07:00,3323.8,5166.827586206897,169.66666666666666,1682.0,71.66666666666667,3547.88,,12909.714285714286,1922.5,1302.5217391304348
2022-03-24 16:08:00,4624.695652173913,3801.1363636363635,70.0,348.0,28.0,4843.652173913043,,12232.75,1239.0,374.625
2022-03-24 16:09:00,4122.125,7160.081081081081,280.5,1427.6666666666667,139.0,4339.666666666667,,16785.25,1690.0,1224.1176470588234
2022-03-24 16:10:00,5779.181818181818,4535.1621621621625,183.5,1264.8333333333333,61.0,6005.5,,13261.75,,1027.357142857143
2022-03-24 16:11:00,3737.909090909091,6935.136363636364,190.5,1747.1666666666667,83.5,3957.3939393939395,,19035.75,,1339.2857142857142
2022-03-24 16:12:00,3229.45,16511.863636363636,208.0,1530.3333333333333,103.0,3458.05,,26582.5,455.0,1120.375
