For_catalogue_latency,Rec_catalogue_latency,Act_catalogue_latency,Score_catalogue_latency,For_cpu_usage_carts,Rec_cpu_usage_carts,Act_cpu_usage_carts,Score_cpu_usage_carts,For_cpu_usage_carts_db,Rec_cpu_usage_carts_db,Act_cpu_usage_carts_db,Score_cpu_usage_carts_db,For_cpu_usage_catalogue,Rec_cpu_usage_catalogue,Act_cpu_usage_catalogue,Score_cpu_usage_catalogue,For_cpu_usage_catalogue_db,Rec_cpu_usage_catalogue_db,Act_cpu_usage_catalogue_db,Score_cpu_usage_catalogue_db,For_cpu_usage_ip6,Rec_cpu_usage_ip6,Act_cpu_usage_ip6,Score_cpu_usage_ip6,For_cpu_usage_ip7,Rec_cpu_usage_ip7,Act_cpu_usage_ip7,Score_cpu_usage_ip7,For_cpu_usage_orders,Rec_cpu_usage_orders,Act_cpu_usage_orders,Score_cpu_usage_orders,For_cpu_usage_orders_db,Rec_cpu_usage_orders_db,Act_cpu_usage_orders_db,Score_cpu_usage_orders_db,For_cpu_usage_payment,Rec_cpu_usage_payment,Act_cpu_usage_payment,Score_cpu_usage_payment,For_cpu_usage_rabbitmq,Rec_cpu_usage_rabbitmq,Act_cpu_usage_rabbitmq,Score_cpu_usage_rabbitmq,For_cpu_usage_session_db,Rec_cpu_usage_session_db,Act_cpu_usage_session_db,Score_cpu_usage_session_db,For_cpu_usage_user,Rec_cpu_usage_user,Act_cpu_usage_user,Score_cpu_usage_user,For_cpu_usage_user_db,Rec_cpu_usage_user_db,Act_cpu_usage_user_db,Score_cpu_usage_user_db,For_frontend_latency,Rec_frontend_latency,Act_frontend_latency,Score_frontend_latency,For_mem_usage_carts,Rec_mem_usage_carts,Act_mem_usage_carts,Score_mem_usage_carts,For_mem_usage_catalogue,Rec_mem_usage_catalogue,Act_mem_usage_catalogue,Score_mem_usage_catalogue,For_mem_usage_front_end,Rec_mem_usage_front_end,Act_mem_usage_front_end,Score_mem_usage_front_end,For_mem_usage_ip6,Rec_mem_usage_ip6,Act_mem_usage_ip6,Score_mem_usage_ip6,For_mem_usage_ip7,Rec_mem_usage_ip7,Act_mem_usage_ip7,Score_mem_usage_ip7,For_mem_usage_orders,Rec_mem_usage_orders,Act_mem_usage_orders,Score_mem_usage_orders,For_mem_usage_payment,Rec_mem_usage_payment,Act_mem_usage_payment,Score_mem_usage_payment,For_mem_usage_user,Rec_mem_usage_user,Act_mem_usage_user,Score_mem_usage_user,For_payment_latency,Rec_payment_latency,Act_payment_latency,Score_payment_latency,For_shipping_latency,Rec_shipping_latency,Act_shipping_latency,Score_shipping_latency,For_user_latency,Rec_user_latency,Act_user_latency,Score_user_latency,Score_Global,Pred_Global,Label_Global,Threshold_Global
0.073212944,0.39184,-1.007684120636683,1.3676614248270802,0.62378144,0.7033764,0.2854144828303107,0.41000243258640684,0.19252583,-0.4433764,-0.3540001333915613,0.13509122958473987,0.34008816,-0.15770176,0.0512446524723557,0.21693612233989937,0.41423923,0.5174128,1.8476322247703172,1.3405367984492877,-0.011858182,-0.0512542,-0.2046645549696112,0.15734995525443796,0.16390064,0.3200335,-0.8832983469611064,1.1877185529118435,0.61377275,1.0104824,0.0387890458018931,0.9320224166004506,0.42907852,0.8724143,1.5101170941303492,0.6820363803814173,-0.2437127,-0.20886797,-0.1186456656410377,0.0937067741201241,0.78070426,-0.42194137,1.043363146508974,1.345039953316492,0.32905886,0.10106778,0.8349565953585009,0.7110897064777713,0.18691207,0.18529698,-0.0807039431979984,0.2661624349406093,0.2192606,0.35391703,0.989945383327113,0.6494939937759503,-0.14657834,-0.27725422,-0.642553618743073,0.3783669831296316,-0.6061961,-0.55844444,0.1841257457517997,0.7473453526281731,-1.8660827,-0.7622966,-7.727185715905558,6.854510493747126,0.21371333,0.3566137,-1.3632108038860684,1.7055344632464773,-0.5199241,-0.6962098,-1.254539739740134,0.5759585198285588,-0.73842144,-0.18454924,1.3529443574932394,1.5928808195379554,-0.9795137,-0.996601,-1.5333637795968482,0.5384715221448372,0.59255856,0.08359572,0.952301875881441,0.8178098689835147,0.011310877,0.096020184,0.0968184941611582,0.009269240421741603,-0.16862008,0.16090178,-0.0694309602349406,0.21721838257069634,0.871596,1.069845,2.2778415449524534,1.227821482029022,-0.08089006,0.3151553,-0.608905978900725,0.8844567407196108,0.963249694021302,0,1,1.7000983
0.08752444,0.38521475,-1.4686659062542746,1.824111621294243,0.5560248,0.6723593,0.3146959034098542,0.34602993453608394,0.105182454,-0.43306634,0.0226331652952749,0.41838448210585266,0.32381022,-0.16680516,0.0283250362115085,0.20516569766894818,0.24202543,0.5547525,0.7387934031658197,0.21531358386802912,0.047740236,-0.03403244,-1.4366610086581817,1.4108058347425572,0.1743436,0.3493774,0.3389725785987218,0.025827231384385432,0.60783833,0.989483,-0.0066975887777023,0.9580161210061722,0.3514076,0.8744192,1.3500064186298937,0.5278883687698931,-0.2807584,-0.16566686,-0.1169509945051408,0.0602250235541129,1.0143795,-0.38664865,1.176205219499322,1.4227510588090144,0.32635352,0.090233535,0.3112737726750059,0.20044418903844222,0.10897398,0.12405446,-0.1033759146631398,0.22592232820397995,0.17157742,0.37014824,0.0689939542697397,0.2812972054792914,-0.19027022,-0.26818404,-1.270012687217288,1.00962003327518,-0.48371452,-0.52909446,0.177209201642199,0.701765665599032,-1.9007891,-0.7525292,-7.697932109193567,6.830576911525491,0.19270279,0.30289352,-1.2420805219157511,1.533954967890578,-0.4754775,-0.661488,-1.1771833886872944,0.5342964430820164,-0.761362,-0.19842014,0.0132300174077044,0.2679443424780856,-1.0292532,-0.9772086,-1.5329175324637438,0.5505044551093128,0.5611464,0.11610074,0.9513927668609712,0.7907874599375817,0.07875472,0.045989178,-0.0456882721010679,0.09495400471725406,-0.13868587,0.16968271,-0.2719288699657228,0.41077472347324157,0.8695041,1.0152402,0.3204519151572683,0.6802146674271129,-0.16965164,0.32152793,-0.9732634272115976,1.2456733982699664,0.8758942212786868,0,1,1.7000983
-0.011619529,0.380588,-0.592040061733761,0.9334073044053103,0.48466423,0.7087986,0.7480724983840865,0.06168734664019766,0.011650577,-0.39793345,0.3048823414477284,0.6618573917182858,0.07719829,-0.1247928,0.0736839275121882,0.17898049036146757,-0.0008405633,0.53850305,-0.3467967826522045,0.8313654720432215,0.22534041,-0.046425503,0.4719798387552754,0.4912287501211421,0.20845902,0.36007205,3.336235439625908,2.9913246957933195,0.45138553,0.989627,-0.0478672984080234,0.9836701544957082,0.18386863,0.9500341,0.7819977090414262,0.21104564333709908,-0.42905307,-0.1345274,-0.1060358415202366,0.05794412541825904,1.0432059,-0.39390156,0.9962244928491124,1.255811581064225,0.14356816,0.15100968,0.6951457506142624,0.5448802238427171,-0.07329261,0.20659089,-0.1125205936047125,0.291123134097724,-0.0250706,0.43845466,0.3721835796610073,0.09936938830609673,-0.117536545,-0.24787839,1.438199042680237,1.6730432459735605,-0.6212766,-0.5720587,0.1647147993797122,0.7416952709907352,-1.9357063,-0.72654736,-7.622969741994174,6.775506491833957,0.20323803,0.22628446,-1.289846598437062,1.5138264142777833,-0.38581395,-0.68321323,-1.187765205147773,0.5342918994455634,-0.9500624,-0.21994042,0.835324373764472,1.128276994747596,-1.3036606,-1.0222033,-1.5350000190848971,0.4846509623641635,0.582007,0.15409996,0.9513927668609712,0.7545021072306727,0.124994084,0.057951905,0.09539342649853,0.03665743527273948,-0.1364849,0.14745897,-0.0958225230392588,0.22301958253119572,0.89393514,1.0237896,-0.0217718351792287,1.0325760293911885,-0.115729645,0.3287053,-0.3555590118293105,0.6398208270792304,0.9665985754916601,0,1,1.7000983
0.06228204,0.3551941,-0.08955051634722,0.41545340303592926,0.43212256,0.6993325,1.1670192157663664,0.49440773183482495,-0.0013693087,-0.3907993,-0.1915370614687665,0.1983528023622383,0.020038314,-0.15950602,0.037703020808401,0.17925461002916324,-0.17715207,0.5613362,-0.6627162055397413,1.150203596177139,-0.15404214,-0.047876403,-1.4666903399838085,1.4081973635567302,0.23991251,0.3691824,0.1451758750628847,0.21107954299932538,0.48059037,0.9807645,-0.029405368044566,0.9601524627949705,0.33247775,0.9137635,0.1272566175769854,0.7283783280540419,-0.27175233,-0.1141122,-0.1088196450221846,0.02105656626340653,1.0552764,-0.3780522,1.147444922099948,1.3821642670735121,0.22758693,0.1426757,0.4703125139891929,0.3191456934630698,0.09072271,0.14660321,-0.1187170466461154,0.25973220822000226,0.12620594,0.42970544,-0.2959764218073109,0.6953319123130062,-0.12568817,-0.23431672,1.3975683796871663,1.6210222456325056,-0.49016356,-0.54138047,0.1855759888715434,0.7218347638673472,-1.9212021,-0.7381653,-7.606514588218712,6.750045594793343,-0.029228821,0.19755015,-1.3493137608176198,1.5241860116725887,-0.4319394,-0.65312105,-1.257768830123955,0.626765942040497,-0.6791559,-0.22569144,1.2771983965236178,1.54823627909007,-1.2752047,-0.9623831,-1.5268188216447092,0.5331535734891154,0.73982066,0.16183877,0.9513927668609712,0.7317558080234621,0.18176323,0.026825443,0.0968184941611582,0.0714882198851819,-0.0777884,0.17232928,0.4072711889566462,0.25995367960348537,0.93936855,0.97729284,0.1128572340518756,0.8606431726902204,-0.10101403,0.31960398,-0.2590576161622777,0.5365997944950834,0.9310998297484715,0,0,1.7000983
0.012118811,0.35555843,-0.0756663521886226,0.39688081593666047,0.41487506,0.7373153,1.3139671241571422,0.6088958507110591,-0.04591803,-0.39446393,-1.1168365801574898,0.7572272433789683,-0.07673287,-0.15177247,-0.0305933887981369,0.11367512020240288,-0.1661034,0.5530783,-0.4655079534452541,0.9466680785816295,0.1893533,-0.035264745,0.5138441310014983,0.5266470716085692,0.24803132,0.35789683,1.4481838223235797,1.1012735393541049,0.40615574,1.0085324,-0.039199894638346,0.9874946325734123,0.17971528,0.9377811,-1.27467153199647,2.1366460455272014,-0.30684307,-0.1330982,-0.104953120918992,0.045519566265818635,1.0237268,-0.4169712,0.8203462709375731,1.1339237848431678,0.08452745,0.18397683,-0.0114964210795181,0.18552831200826336,-0.08077161,0.20050284,-0.1222595045093008,0.2946349018934675,-0.04410463,0.43454912,0.2451684951526871,0.19936987744824486,-0.041402325,-0.23245159,0.279660912565714,0.49300757419300667,-0.49453402,-0.58208686,0.2199355950933974,0.793267171679167,-2.0301123,-0.734658,-7.601029536960207,6.7368261077381,0.09240179,0.18566774,-1.3129121635760437,1.4892533068265092,-0.27551776,-0.6871827,-1.236223379083297,0.590207150884292,-0.8863873,-0.24619082,0.7918280348175789,1.1020384982222342,-1.3666346,-0.9733464,-1.535148768129265,0.5224735364340899,0.64243454,0.15579225,0.9686658382495316,0.7642093584021004,0.09937067,0.05072429,0.1395705240398234,0.08398159542973695,-0.08379005,0.16140775,0.2818339174488199,0.14494594390183813,0.82971287,1.0129852,-0.2272471453151282,1.2219051386317785,-0.07021254,0.31729522,0.2115677329435202,0.12333276907330731,0.9038397304518899,0,0,1.7000983
-0.060490236,0.34047532,-1.293549757715238,1.5939285228810438,0.4557549,0.7411843,1.577813909835741,0.8651725544404241,-0.1049754,-0.38810512,-0.4929220322620701,0.13312988021491282,0.0050981715,-0.15758716,0.0714758849042403,0.2127945078807818,-0.168785,0.5503903,0.1058368286936292,0.4275603104473107,-0.145413,-0.03859885,-1.289809159438282,1.2405288944646413,0.09321432,0.33216017,0.822762982332464,0.5144973931548555,0.5108979,1.0059018,-0.0344600774182741,0.9908614970578615,0.14925052,0.924425,0.4960213572757524,0.420240367275311,-0.21661845,-0.13488954,-0.1068830325441583,0.036179401056267414,0.95373225,-0.41622874,1.1084923176711776,1.3877249597257355,0.17999178,0.19842601,0.7332018132652831,0.5366192276920867,0.107765004,0.18108997,-0.1092611657412208,0.28301863688542017,0.2655619,0.42305684,0.7137569152118725,0.30644956755657615,-0.14788577,-0.22041804,0.5074834870027436,0.7206482963489427,-0.5968596,-0.5401502,0.2563032302502928,0.8021243903283415,-2.0066836,-0.7241571,-7.580917682345758,6.728507938083062,-0.07264783,0.18348804,-1.2222527914939856,1.3801272453068232,-0.40345946,-0.66689795,-1.1868433871159103,0.5462892838606384,-0.7906345,-0.21685237,1.635331804114012,1.9095623856359998,-1.062941,-0.9251175,-1.5370825057060502,0.5981826667816422,0.6207928,0.134019,0.9677567292290618,0.7850603465276649,0.18769477,0.0521641,0.09539342649853,0.04813652840714271,-0.071613714,0.17024465,-0.2796386278668066,0.4256974406042715,1.0567969,0.98752743,0.5250639215458762,0.469390456343757,-0.07669325,0.30900124,0.0404888995566047,0.2533793189662236,0.90830046222799,0,0,1.7000983
-0.0861688,0.33463532,2.993563024930173,2.7010081196646034,0.5477154,0.81577957,1.8089435460289487,1.019970393391467,-0.024161499,-0.36037663,0.5347658627862049,0.8615209763133836,0.05915869,-0.16179325,0.1633525754029433,0.3030506285543124,0.009963963,0.56173706,0.788635725056621,0.28207597424635555,0.079347804,-0.05233697,0.5037217934912758,0.5428902847057896,0.16726099,0.3435316,0.0321987942763321,0.2937057524017342,0.55765843,1.0486238,-0.0142476915339772,1.0137749551753346,0.22669345,0.96520406,0.6836118241259999,0.2991248496286435,-0.2547358,-0.12868717,-0.1161127869315479,0.025179248648133493,1.0200547,-0.44734526,0.978662650534598,1.2875463213515983,0.22269389,0.23185489,1.371697578784772,1.1407587925165377,0.16914967,0.2616268,-0.0953692466196923,0.34774834217404416,0.23291212,0.44823983,1.2168693931083077,0.7901623309831017,-0.18666643,-0.19137284,0.8811908871507252,1.0720930874919499,-0.6328467,-0.5691816,0.209449221765952,0.7849973520397711,-2.0453289,-0.77216876,-7.562634178150777,6.663149412621145,0.12552632,0.1892712,-1.3028460239601434,1.4857427334022821,-0.3718884,-0.7292643,-1.1498070295042293,0.4562803025430935,-0.8533019,-0.24908787,0.0191921324034924,0.3287014037867779,-1.0987529,-0.9719259,-1.5341075248186886,0.5494989163344204,0.5825818,0.16612807,0.9677567292290618,0.7599832851725508,0.19793098,0.059107058,0.0939683588359018,0.04177143276836552,-0.07329728,0.15736957,0.0525577283738655,0.10691615705978061,1.1336858,1.0659432,0.6179408649085731,0.45477663482439806,-0.085107744,0.28470492,-0.1683786123324995,0.416102269225276,0.9241742291163404,0,0,1.7000983
0.2670066,0.32801896,1.6451680064620122,1.323250278872405,0.6596074,0.79127717,1.0984388652457104,0.3203286710394727,-0.030264053,-0.38301548,-0.0379988911853321,0.3112884169583648,0.103310995,-0.18019214,0.0450469931726087,0.20854162247096927,0.28368965,0.57742757,-0.2102076921709656,0.7582614664085983,-0.2989064,-0.03524378,-1.8357940631843843,1.774184023115758,0.19892676,0.34987238,-0.5696303553927,0.904408174012905,0.64055425,1.0516205,-0.0068133693489355,1.0173272293361943,0.4092592,0.9389731,0.993553875456016,0.1075521395303416,-0.0916022,-0.13872886,-0.1073848177391568,0.02978789726708101,0.94185305,-0.4333945,0.6683220716876057,1.0188980044970726,0.3680757,0.23694417,0.2136135565832756,0.03644376520360489,0.34295636,0.19892597,-0.1053223778910258,0.3186513890928844,0.4564795,0.4350722,0.605488795156635,0.16827585410610554,-0.20465523,-0.20557491,-1.0385073878842308,0.8330244415479615,-0.42801905,-0.5283757,0.2101185647443093,0.7284585861161509,-1.9731199,-0.7565671,-7.487671810951384,6.609449416961821,-0.099562034,0.17353868,-1.2239839110457646,1.3702125240051497,-0.43921232,-0.6808435,-1.1553379376954296,0.49865758023922235,-0.5995996,-0.23024863,1.2032139695299202,1.470397696555906,-0.9435228,-0.93228817,-1.53321503055248,0.5998033965841268,0.8052275,0.17513806,0.965938511188122,0.7277915087295496,0.37133133,0.037860706,0.0911182235106712,0.07595307641624494,-0.108585805,0.18074843,0.3329829230360654,0.18116791391893894,1.107949,1.042998,0.1721132617526012,0.8773798007435841,-0.186402,0.2962272,-0.4853038923323254,0.7332681612551313,0.8847216551917516,0,0,1.7000983
-0.042092368,0.32464284,0.9279045229095784,0.6399352063674298,0.57309055,0.8121909,0.8878202333636351,0.09953937675429066,-0.20314395,-0.36987096,-0.115053967594395,0.23814429247449842,-0.12075643,-0.16670945,0.0173238410627523,0.17943799188491494,0.15485916,0.57976854,0.3647729991408405,0.21448736977321173,0.14531566,-0.03395132,-0.2919752685753239,0.27595064699925315,0.27007967,0.3620111,-0.0504114254826628,0.40322938705626354,0.5936854,1.0521923,-0.0467618029315517,1.0531034391124294,0.2722466,0.96500266,0.3811145314179707,0.5363861053305587,-0.29125595,-0.1332244,-0.1245968359008202,0.024430717299901542,0.9638549,-0.43154433,0.535674605353253,0.9133150755036489,0.1585657,0.26260433,0.1034460726805419,0.1487543907336503,0.1640427,0.23075365,-0.1135397406605188,0.33762229106697483,0.34915304,0.45592523,0.6824192136026089,0.2371712058282559,-0.065071195,-0.19357435,2.5162723863930627,2.696996424576752,-0.57698953,-0.55528665,0.2551876586196974,0.8126445930717543,-1.957889,-0.7505665,-7.5406939731168094,6.669395242743427,0.08933598,0.14184864,-1.2085961816966173,1.3451935542881128,-0.3034777,-0.7015913,-1.139934303837487,0.4781543517882316,-0.9000421,-0.2466811,0.7278708012260006,1.0398879976428554,-1.0898812,-0.9591339,-1.5363387604842098,0.5641301115641506,0.81899565,0.20221858,0.965938511188122,0.7020422261906588,0.33598825,0.0472359,0.1851726892437451,0.13922466792431776,-0.13352655,0.16454126,0.2922004257737433,0.15746594718087065,1.0897435,1.0572257,0.3713960628243618,0.6890814204481907,-0.10804643,0.29669526,0.0204297668284304,0.2614865652484793,0.8022004076481953,0,0,1.7000983
0.05918026,0.30698878,-0.5641138781538276,0.8463218022814064,0.5284952,0.77301294,0.7598266187532721,0.03500082824834365,-0.20741421,-0.328538,0.2075901854518843,0.5240158069614362,-0.12307875,-0.16609183,0.0797157960318436,0.24150631747473378,0.09613906,0.6033303,1.0263033984999208,0.47369220990939426,-0.16928479,-0.052199833,-0.813565255250501,0.749656926389503,0.23823145,0.35261887,0.3321595229729343,0.027806222397142387,0.5742297,0.9982401,-0.0339879119171207,0.9898269855751102,0.39284706,0.9293527,0.3634828262460435,0.5122193105089462,-0.1925109,-0.08203385,-0.1113142026217258,0.034471987158177377,0.9666295,-0.3882242,0.3613990431948929,0.7351839779555345,0.23367879,0.25262386,0.6499766402758734,0.39924729102031165,0.2726437,0.18586981,-0.1059476365085628,0.30049483671150473,0.48495144,0.48319787,0.7854739547845753,0.30210073004931526,-0.06808153,-0.16434154,1.6401750904393215,1.7948906284642239,-0.5114733,-0.50777256,0.3178827842582506,0.8260254224647325,-1.9163524,-0.74980235,-7.515097067243857,6.648639712221426,-0.119758755,0.092127815,-1.205871271291039,1.2768104291942335,-0.3443698,-0.67378676,-1.1752470253659186,0.5344019620371757,-0.7188543,-0.24678767,0.6804448864864094,0.9744392178462729,-1.064627,-0.90468013,-1.5338100267299524,0.6131352020152917,0.96007794,0.21977924,0.9668476202085918,0.6730385117724842,0.40324786,-0.010002755,0.3034533052413694,0.29208990966431553,-0.12379131,0.17777348,-0.3180393080337889,0.46565630539497205,1.1160496,0.9986863,-0.0933023864064701,1.1037250334058293,-0.118964195,0.29454365,0.4868560844810908,0.23366321565231732,0.8310792608759285,0,0,1.7000983
