device,node,predict,real
cpu,carts,0.35837600658924124,0.146136074187484
cpu,catalogue,-0.02913514042518583,-0.2078523867534012
cpu,front_end,-1.131623999835033,7.56684163658705
cpu,ip6,-0.5765718121646403,2.3771091582925004
cpu,ip7,0.11168714997337885,0.4923409803102311
cpu,orders,-0.007519846241026018,-0.0053434740430063
cpu,payment,-0.11818101901271555,-0.1675320263157712
cpu,user,-0.10273875070626444,-0.144693023039833
cpu,shipping,0.21970275907429013,0.2262809529883756
mem,carts,0.18873677515820017,0.2210511667239625
mem,catalogue,-2.3588441591909146,-2.300641670836913
mem,front_end,-1.1697475080516007,-0.9237148132357936
mem,ip6,-1.115627944155029,-0.84538344266101
mem,ip7,0.5930908682899451,0.2373513402053695
mem,orders,-1.5319010806605524,-1.527711315910861
mem,payment,0.9962421452031522,0.9513927668609712
mem,user,0.40415808673334475,0.5172134546346957
mem,shipping,-0.32689169336631135,-0.3470519022384108
