device,node,predict,real
cpu,carts,0.3516972522504775,0.1017808189149153
cpu,catalogue,0.020778662957927505,-0.0157698803461459
cpu,front_end,-0.8546425567846899,-0.6346211973983341
cpu,ip6,-0.24329961153833127,6.481088961736457
cpu,ip7,-0.05154256721234962,-0.2225015604188352
cpu,orders,-0.04189905375662981,8.374021766583965
cpu,payment,-0.1226319639918919,-0.1369420906807504
cpu,user,-0.11918511388088122,-0.1257595083980723
cpu,shipping,0.21368017572434114,0.2227907981338963
mem,carts,0.4748808984017929,0.4210731600868416
mem,catalogue,-0.7907289494018696,-0.8233345318829182
mem,front_end,-1.0901587523624008,-1.0447970085518945
mem,ip6,-0.782813452839239,-0.6911943768337777
mem,ip7,0.9113413399613268,-0.1279637059028076
mem,orders,-1.5307110883056365,0.1055531912413764
mem,payment,0.9983633995841874,0.9886662366993793
mem,user,-0.06255157277542418,0.4587856804671977
mem,shipping,-0.31968110771133046,-0.3364567559698593
