device,node,predict,real
cpu,carts,0.007110783097390383,0.0881568577017871
cpu,catalogue,-0.04559795608996509,-0.8227351650698866
cpu,front_end,-0.2964585254076628,-1.1583042061944833
cpu,ip6,-0.4764525701740046,39.92172929806662
cpu,ip7,-0.03667019695458502,0.0744216181096518
cpu,orders,0.11537958706892064,-0.1942208022627713
cpu,payment,-0.13480285926525337,-0.332069097263167
cpu,user,-0.14189641911257067,-0.3550467110259791
cpu,shipping,0.19523242054263437,0.2140213869155729
mem,carts,0.5535658840786631,0.5496985690926446
mem,catalogue,-0.2894562093896423,-0.2638593035166716
mem,front_end,0.2393490778462768,0.6740764752867897
mem,ip6,0.9678971714645215,1.639096153190038
mem,ip7,1.3051571024510376,2.19278955622409
mem,orders,1.175281943808397,1.18175252723838
mem,payment,-1.0831932209048367,-1.0804658938435496
mem,user,-2.5614077191834816,-0.8879032607107968
mem,shipping,0.8425475760252247,0.8360727644166432
