device,node,predict,real
cpu,carts,0.9124984831714865,0.7808433844143511
cpu,catalogue,0.08766539824887637,0.0397351093368181
cpu,front_end,-1.0658669323003698,0.6790336757430959
cpu,ip6,-0.5177967686080232,2.4030467750732645
cpu,ip7,0.08527202212840891,-0.1280737970708777
cpu,orders,-0.014317463139184167,-0.0253416315571506
cpu,payment,-0.11435157085812929,-0.1122060733967957
cpu,user,-0.10456596202252162,-0.0971475855215647
cpu,shipping,0.2138377390559144,0.2199764734939283
mem,carts,0.267756432324234,0.1888111466002399
mem,catalogue,-7.498337188398456,-2.328066927129385
mem,front_end,-1.2111314169661211,-1.0078824869986802
mem,ip6,-1.158953391652757,-1.0906197664049146
mem,ip7,0.7265383588595125,0.7351879423572155
mem,orders,-1.533686069192979,-1.5339587757743205
mem,payment,0.9669991383786701,0.9877571276789094
mem,user,0.22744969656818811,0.4017829739623021
mem,shipping,-0.3391055425370157,-0.3435201868155603
