device,node,predict,real
cpu,carts,0.10339383838100595,-0.0435857401515875
cpu,catalogue,0.13588557948572766,-0.5644002806570214
cpu,front_end,-0.35582176889431216,-1.0160038672756455
cpu,ip6,-0.09974217841194137,10.124667660433529
cpu,ip7,-0.009960830736403378,-0.340449176080296
cpu,orders,0.06434053197294083,-0.0095801621974631
cpu,payment,-0.1236477126869559,-0.2474401268747103
cpu,user,-0.10315549513398588,-0.2519608231334359
cpu,shipping,0.21192132643258857,0.2030820965035285
mem,carts,0.5530452839843955,0.5567266703653048
mem,catalogue,-0.30682553837487303,-0.3296799186185737
mem,front_end,0.05013076498677338,-0.7044717277799246
mem,ip6,0.635565407342935,0.708518122748482
mem,ip7,0.9143901487659871,1.474490201840161
mem,orders,1.222559348409778,1.27323318952424
mem,payment,-1.1154665911308035,-1.116830254661488
mem,user,-2.3823242162472913,-1.4208785665314974
mem,shipping,0.8453435174016461,0.9384925116793524
