device,node,predict,real
cpu,carts,0.26357996675560935,-0.0518398894657246
cpu,catalogue,0.09797568223387094,0.0968554614808499
cpu,front_end,0.15837589184298745,0.0554049834553754
cpu,ip6,0.18376000420378838,0.537657940076417
cpu,ip7,-0.2195337674781931,133.86440307124602
cpu,orders,0.005910573259518666,-0.0278752639943541
cpu,payment,-0.12543410642135114,-0.1356653699206911
cpu,user,-0.1182354018805707,-0.1333720625396904
cpu,shipping,0.21378485867018557,0.1093857490295943
mem,carts,0.5701135299322528,0.5285027081116347
mem,catalogue,0.014964135456683215,-0.1468448766688107
mem,front_end,0.5557592625881136,0.2667344274223371
mem,ip6,0.8241653766634728,0.8389526469853061
mem,ip7,0.552417500458508,4.356766294483519
mem,orders,1.665062963894903,1.644213306176081
mem,payment,-1.154103724499896,-1.116830254661488
mem,user,-1.2422700861495202,-1.3453499804125384
mem,shipping,0.8426947308345122,1.150395437050383
