device,node,predict,real
cpu,carts,0.014732545403893215,-0.0042691875291982
cpu,catalogue,-0.12875064002605893,-0.2989678347424672
cpu,front_end,-0.3201558998379052,-0.7079778645739374
cpu,ip6,-0.3646059974184917,39.7669433686542
cpu,ip7,-0.17235049927202184,-0.6944831943920883
cpu,orders,0.09125744908088977,-0.0912453310684563
cpu,payment,-0.1573732987287643,-0.1943602834914621
cpu,user,-0.1528276145678148,-0.2184940044758468
cpu,shipping,0.19654938520515433,0.1961293949059181
mem,carts,0.5541608556149706,0.5572844561806025
mem,catalogue,-0.30865388879436595,-0.2693443547751766
mem,front_end,0.20374625336084562,0.8765693761907222
mem,ip6,0.9814444419880681,1.1747725923576673
mem,ip7,1.5375892522127,1.1234029301539672
mem,orders,1.220898317414344,1.215964807442812
mem,payment,-1.0830417027347585,-1.0813750028638969
mem,user,-2.2462302544668655,-0.9164046139632318
mem,shipping,0.8471093751130714,0.8281264047152629
