device,node,predict,real
cpu,carts,0.13039824091561242,0.0442506648412383
cpu,catalogue,0.013897576101067765,-0.0702699548671878
cpu,front_end,-0.49228117461346943,-0.1415565939331909
cpu,ip6,-0.32029335070473747,10.10468390509045
cpu,ip7,-0.06698845013318498,-1.4260609852660735
cpu,orders,0.19011149436417318,0.7754553807794564
cpu,payment,-0.12585335100359843,-0.1103427075729442
cpu,user,-0.10934842253654313,16.32977520027512
cpu,shipping,0.20912544525044097,0.2395617592723123
mem,carts,0.5938752056636019,0.5475789829945436
mem,catalogue,-0.6709719969247998,-0.6697530966451466
mem,front_end,-0.45750401468769336,-0.7632015614625026
mem,ip6,0.29727455328161456,1.1442707791375553
mem,ip7,0.8480616194374031,1.4097199525672863
mem,orders,1.1833639752190057,1.2171547997977568
mem,payment,-1.0786476758025894,-1.0741021307003829
mem,user,3.915524807434483,190.48728328815167
mem,shipping,0.8733029311658758,0.8254776181480917
