device,node,predict,real
cpu,carts,0.058722621709152684,0.0155576498224759
cpu,catalogue,0.04803366579141354,-0.0620700793121921
cpu,front_end,-0.584708868525431,-0.3973630039011657
cpu,ip6,-0.612674352021148,4.014112100191076
cpu,ip7,-0.2715428128744985,0.3321195262922811
cpu,orders,0.023810094480493083,1.4066934602952414
cpu,payment,-0.11891696109054832,-0.1227312327466897
cpu,user,-0.10813909858635092,-0.1087678396918144
cpu,shipping,0.22270925602671932,0.2271683203214318
mem,carts,0.4606573601119135,0.4591141526895999
mem,catalogue,-0.7401445877957853,-0.7703123697174926
mem,front_end,-1.0096456643199365,-1.2695860881273513
mem,ip6,-0.6230089333800068,-0.8964325252659764
mem,ip7,0.7077486631150545,0.8118824216217669
mem,orders,-1.216503523587235,-20.501841917307114
mem,payment,1.0048786808974122,1.0095757441696969
mem,user,1.0221624297571836,0.8350035433994675
mem,shipping,-0.32851039626845674,-0.3399884713927098
