device,node,predict,real
cpu,carts,0.04639164240937857,0.0229188139408414
cpu,catalogue,0.028120744216437066,-0.0120627499633459
cpu,front_end,-0.6211266112325259,-0.1504860320716573
cpu,ip6,-0.5885578630298273,13.748464754328008
cpu,ip7,-0.20268798376414685,0.3979731330823728
cpu,orders,0.011839580033177304,9.688934195422682
cpu,payment,-0.12083578585619319,-0.1186010226109408
cpu,user,-0.11530141457063343,-0.1264939721563033
cpu,shipping,0.21841404727560532,0.2221567108384068
mem,carts,0.46028550290171993,0.4623493104182963
mem,catalogue,-0.7508099652428579,-0.762998968039521
mem,front_end,-1.0059349775029285,-1.567098217762267
mem,ip6,-0.624396205881613,-1.6730614898412546
mem,ip7,0.6704402768532711,0.576378879286455
mem,orders,-1.2161812339911042,-24.365152097612988
mem,payment,1.0039695718769626,0.9986664359243032
mem,user,1.0221624297571836,0.8350035433994675
mem,shipping,-0.3276274674127478,-0.3435201868155603
