device,node,predict,real
cpu,carts,0.05935618690692667,0.0961548549985085
cpu,catalogue,-0.047599584143453576,0.0758418582097292
cpu,front_end,-1.0591170834281471,-0.633832573859537
cpu,ip6,-0.4969363357176415,5.042436836693432
cpu,ip7,-0.1507401887409039,0.1147625964934374
cpu,orders,1.0005992078445274,0.4350000495574895
cpu,payment,-0.13000991675371582,9.815328617080851
cpu,user,-0.13582945011639658,-0.0780367262021111
cpu,shipping,0.221736235200792,0.2207846148597055
mem,carts,0.4674065684769197,0.4754014984960809
mem,catalogue,-0.7261272345796294,-0.7209469083910529
mem,front_end,-0.9525000187456995,-0.9287799408132208
mem,ip6,-0.5534625810567102,0.1604509391750055
mem,ip7,0.701289705202888,0.9499595848205756
mem,orders,-1.7633545936959834,0.5915163191891774
mem,payment,2.8906738256497033,96.16056226048975
mem,user,0.8689676560252932,0.8449790170378133
mem,shipping,-0.30790872296848804,-0.3117347480099057
