device,node,predict,real
cpu,carts,0.03418365045737435,15.59939409633384
cpu,catalogue,-0.12689511355214342,-0.1657209056532501
cpu,front_end,1.463512206415639,1.3827985014618591
cpu,ip6,3.376922319695723,-0.1670666667811443
cpu,ip7,0.08053599472907802,5.205780895341123
cpu,orders,-0.0680193238175784,-0.0488826221590748
cpu,payment,-0.1421170641655,-0.1432563884388387
cpu,user,-0.13739486867519038,-0.1384934799573906
cpu,shipping,0.22263602037851635,0.1802273658821343
mem,carts,-1.0794822402054247,-0.4369129809917285
mem,catalogue,0.41263035169740075,0.2517355147816401
mem,front_end,1.7436438816880526,1.7656274971071728
mem,ip6,3.5245213010344085,-0.0812017487882192
mem,ip7,-1.5187173637558644,0.4754294321979523
mem,orders,-1.5361900114398137,-1.5339587757743205
mem,payment,1.0209396069253256,1.0832135748261658
mem,user,0.8677800996397741,-0.1981705120016398
mem,shipping,-2.003867899983406,-2.013138652968394
