device,node,predict,real
cpu,carts,0.016432942995038665,0.0980384032754009
cpu,catalogue,-0.007282329622231565,0.2098884506154028
cpu,front_end,-0.22957677794223594,-0.0367382007341751
cpu,ip6,-0.11428703880946466,-0.8276872816579289
cpu,ip7,-0.7654658377427909,0.4265619867649305
cpu,orders,0.09280760264034826,0.234353867083326
cpu,payment,-0.12753434761849683,-0.1204859199390369
cpu,user,-0.12043591455168495,-0.1015617418170408
cpu,shipping,0.21528720907569618,0.2085679329828242
mem,carts,0.55429100563853,0.5498101262557041
mem,catalogue,-0.16726145635323128,-0.1541582783468348
mem,front_end,-0.061406229467434854,0.1873914479657971
mem,ip6,1.0365171603021468,1.111287148139349
mem,ip7,0.7071163175851685,0.6609325101364526
mem,orders,1.3435171129877237,1.3099742034829294
mem,payment,-1.052435032379633,-1.0741021307003829
mem,user,-1.428241416121713,-1.348200115737769
mem,shipping,0.8463736010666425,0.8307751912823896
