device,node,predict,real
cpu,carts,0.03916081627595062,-0.0573062619948215
cpu,catalogue,-0.004432017877583167,-0.2229060013284305
cpu,front_end,-0.6627040122137117,-0.7959845994495682
cpu,ip6,-0.531036228081451,2.285861260150913
cpu,ip7,-0.14482724231263944,-0.2391016234094388
cpu,orders,-0.025538241571561402,36.93979699572787
cpu,payment,-0.12021506709943686,-0.1204905399768676
cpu,user,-0.11528327421039408,-0.2264263997501461
cpu,shipping,0.22119378797103864,0.1777417405889718
mem,carts,0.4616055959979044,0.4660306967992005
mem,catalogue,-0.760256442410251,-0.762998968039521
mem,front_end,-1.0171017672042193,-1.5519829794536777
mem,ip6,-0.5795753040816937,-1.3082942764504697
mem,ip7,0.5595088039005439,0.0621464608961039
mem,orders,-1.2150656161583437,-5.70845195689652
mem,payment,1.0113939622106367,0.9686658382495316
mem,user,1.0231124748655984,0.614118055693026
mem,shipping,-0.33292504054702354,-0.3276274674127552
