device,node,predict,real
cpu,carts,1.1845077258573264,0.2976411179457303
cpu,catalogue,-0.028695017678298962,1.2573498612020864
cpu,front_end,-1.025771051448823,-0.9671987114080324
cpu,ip6,-0.5369735707998969,3.3418425771762994
cpu,ip7,0.4738539564121666,-0.0268252396890954
cpu,orders,-0.0024229180025524652,-0.00787902828584
cpu,payment,-0.12638698291450998,-0.1181820571218508
cpu,user,-0.08826883220608495,-0.0857585563830635
cpu,shipping,0.23908346298872582,0.2221378054085185
mem,carts,0.0334863899025655,0.0939875580009932
mem,catalogue,5.932115543090483,48.33186649630787
mem,front_end,-1.1618532823177932,-0.7426204734580185
mem,ip6,-1.2147642916649388,-1.0771579504129225
mem,ip7,0.30833212593227616,0.0995451822335254
mem,orders,-1.5345041889369846,-1.533066281508112
mem,payment,0.9324529956016309,0.9150284060430328
mem,user,-0.9370680950712633,0.3633061470715213
mem,shipping,-0.3257144548920352,-0.2313882221400677
