device,node,predict,real
cpu,carts,0.5813104155430822,0.1073980595773637
cpu,catalogue,0.019340294752412463,-0.2629858620706204
cpu,front_end,-0.9705153284736016,-0.8647303755383464
cpu,ip6,-0.393417984550604,0.0037241234389868
cpu,ip7,0.29767127112047265,0.8159483528739815
cpu,orders,-0.021082707633203353,0.0037991396382211
cpu,payment,-0.11931741940500616,-0.1170268303583428
cpu,user,-0.10552246205914508,-0.1160647645621922
cpu,shipping,0.21897729753446094,0.2344382693094049
mem,carts,0.14697721045350773,0.139614437691679
mem,catalogue,5.360756036997511,-7.793006331007461
mem,front_end,-0.7885833004462262,-1.347197948032112
mem,ip6,-1.0421997742813736,-1.160072482379808
mem,ip7,0.2825414618214792,1.3797738749745625
mem,orders,-1.5349008530553088,-1.5388674942384106
mem,payment,0.9430592675068272,0.9513927668609712
mem,user,0.29989063608482036,0.4459600715035955
mem,shipping,-0.32718600298489336,-0.3417543291041572
